"Time (UTCG)","q1","q2","q3","q4"
1 Jul 2024 00:06:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:06:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:06:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:06:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:07:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:07:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:07:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:07:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:07:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:07:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:08:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:08:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:08:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:08:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:08:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:08:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:09:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:09:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:09:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:09:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:09:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:09:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:10:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:10:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:10:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:10:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:10:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:10:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:11:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:11:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:11:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:11:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:11:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:11:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:12:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:12:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:12:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:12:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:12:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:12:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:13:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:13:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:13:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:13:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:13:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:13:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:14:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:14:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:14:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:14:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:14:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:14:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:15:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:15:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:15:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:15:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:15:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:15:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:16:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:16:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:16:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:16:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:16:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:16:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:17:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:17:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:17:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:17:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:17:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:17:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:18:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:18:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:18:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:18:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:18:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:18:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:19:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:19:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:19:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:19:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:19:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:19:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:20:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:20:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:20:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:20:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:20:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:20:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:21:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:21:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:21:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:21:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:21:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:21:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:22:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:22:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:22:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:22:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:22:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:22:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:23:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:23:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:23:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:23:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:23:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:23:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:24:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:24:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:24:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:24:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:24:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:24:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:25:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:25:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:25:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:25:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:25:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:25:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:26:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:26:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:26:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:26:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:26:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:26:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:27:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:27:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:27:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:27:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:27:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:27:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:28:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:28:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:28:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:28:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:28:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:28:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:29:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:29:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:29:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:29:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:29:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:29:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:30:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:30:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:30:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:30:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:30:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:30:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:31:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:31:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:31:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:31:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:31:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:31:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:32:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:32:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:32:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:32:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:32:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:32:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:33:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:33:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:33:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:33:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:33:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:33:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:34:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:34:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:34:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:34:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:34:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:34:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:35:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:35:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:35:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:35:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:35:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:35:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:36:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:36:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:36:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:36:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:36:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:36:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:37:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:37:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:37:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:37:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:37:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:37:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:38:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:38:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:38:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:38:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:38:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:38:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:39:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:39:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:39:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:39:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:39:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:39:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:40:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:40:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:40:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:40:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:40:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:40:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:41:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:41:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:41:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:41:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:41:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:41:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:42:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:42:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:42:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:42:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:42:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:42:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:43:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:43:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:43:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:43:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:43:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:43:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:44:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:44:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:44:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:44:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:44:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:44:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:45:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:45:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:45:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:45:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:45:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:45:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:46:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:46:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:46:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:46:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:46:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:46:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:47:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:47:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:47:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:47:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:47:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:47:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:48:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:48:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:48:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:48:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:48:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:48:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:49:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:49:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:49:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:49:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:49:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:49:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:50:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:50:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:50:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:50:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:50:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:50:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:51:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:51:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:51:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:51:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:51:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:51:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:52:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:52:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:52:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:52:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:52:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:52:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:53:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:53:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:53:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:53:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:53:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:53:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:54:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:54:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:54:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:54:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:54:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:54:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:55:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:55:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:55:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:55:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:55:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:55:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:56:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:56:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:56:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:56:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:56:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:56:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:57:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:57:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:57:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:57:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:57:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:57:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:58:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:58:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:58:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:58:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:58:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:58:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:59:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:59:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:59:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:59:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:59:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 00:59:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:00:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:00:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:00:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:00:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:00:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:00:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:01:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:01:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:01:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:01:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:01:40.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:01:50.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:02:00.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:02:10.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:02:20.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:02:30.000,0.000000,0.000000,0.000000,1.000000
1 Jul 2024 01:02:40.000,0.000000,0.000000,0.000000,1.000000
